Experience ID,Month,Is Available,Average Monthly Bookings
EXP_100030,2025-11,False,0
EXP_100030,2025-12,False,0
EXP_100031,2025-01,True,53
EXP_100031,2025-02,True,61
EXP_100031,2025-03,True,69
EXP_100031,2025-04,True,132
EXP_100031,2025-05,True,82
EXP_100031,2025-06,True,60
EXP_100031,2025-07,True,157
EXP_100031,2025-08,True,89
EXP_100031,2025-09,True,88
EXP_100031,2025-10,True,89
EXP_100031,2025-11,True,27
EXP_100031,2025-12,True,26
EXP_100032,2025-01,True,75
EXP_100032,2025-02,True,85
EXP_100032,2025-03,True,113
EXP_100032,2025-04,True,106
EXP_100032,2025-05,True,96
EXP_100032,2025-06,True,63
EXP_100032,2025-07,True,55
EXP_100032,2025-08,True,102
EXP_100032,2025-09,True,80
EXP_100032,2025-10,True,103
EXP_100032,2025-11,True,107
EXP_100032,2025-12,True,98
EXP_100033,2025-01,True,77
EXP_100033,2025-02,True,76
EXP_100033,2025-03,True,93
EXP_100033,2025-04,True,73
EXP_100033,2025-05,True,87
EXP_100033,2025-06,True,102
EXP_100033,2025-07,True,137
EXP_100033,2025-08,True,91
EXP_100033,2025-09,True,93
EXP_100033,2025-10,True,64
EXP_100033,2025-11,True,47
EXP_100033,2025-12,True,62
EXP_100034,2025-01,True,33
EXP_100034,2025-02,True,44
EXP_100034,2025-03,True,52
EXP_100034,2025-04,True,51
EXP_100034,2025-05,True,84
EXP_100034,2025-06,True,127
EXP_100034,2025-07,True,130
EXP_100034,2025-08,True,119
EXP_100034,2025-09,True,139
EXP_100034,2025-10,True,101
EXP_100034,2025-11,True,45
EXP_100034,2025-12,True,51
EXP_100035,2025-01,True,74
EXP_100035,2025-02,True,64
EXP_100035,2025-03,True,74
EXP_100035,2025-04,True,62
EXP_100035,2025-05,True,74
EXP_100035,2025-06,True,88
EXP_100035,2025-07,True,130
EXP_100035,2025-08,True,152
EXP_100035,2025-09,True,61
EXP_100035,2025-10,True,84
EXP_100035,2025-11,True,47
EXP_100035,2025-12,True,70
EXP_100036,2025-01,True,79
EXP_100036,2025-02,True,47
EXP_100036,2025-03,True,91
EXP_100036,2025-04,True,56
EXP_100036,2025-05,True,55
EXP_100036,2025-06,True,50
EXP_100036,2025-07,True,59
EXP_100036,2025-08,True,81
EXP_100036,2025-09,True,62
EXP_100036,2025-10,True,71
EXP_100036,2025-11,True,70
EXP_100036,2025-12,True,93
EXP_100037,2025-01,True,80
EXP_100037,2025-02,True,53
EXP_100037,2025-03,True,97
EXP_100037,2025-04,True,61
EXP_100037,2025-05,True,83
EXP_100037,2025-06,True,70
EXP_100037,2025-07,True,69
EXP_100037,2025-08,True,81
EXP_100037,2025-09,True,103
EXP_100037,2025-10,True,109
EXP_100037,2025-11,True,64
EXP_100037,2025-12,True,70
EXP_100038,2025-01,True,127
EXP_100038,2025-02,True,82
EXP_100038,2025-03,True,113
EXP_100038,2025-04,True,110
EXP_100038,2025-05,True,123
EXP_100038,2025-06,True,83
EXP_100038,2025-07,True,61
EXP_100038,2025-08,True,50
EXP_100038,2025-09,True,82
EXP_100038,2025-10,True,95
EXP_100038,2025-11,True,89
EXP_100038,2025-12,True,150
EXP_100039,2025-01,True,63
EXP_100039,2025-02,True,40
EXP_100039,2025-03,True,66
EXP_100039,2025-04,True,62
EXP_100039,2025-05,True,68
EXP_100039,2025-06,True,80
EXP_100039,2025-07,True,110
EXP_100039,2025-08,True,74
EXP_100039,2025-09,True,100
EXP_100039,2025-10,True,44
EXP_100039,2025-11,True,42
EXP_100039,2025-12,True,67
EXP_100040,2025-01,True,82
EXP_100040,2025-02,True,115
EXP_100040,2025-03,True,84
EXP_100040,2025-04,True,99
EXP_100040,2025-05,True,86
EXP_100040,2025-06,True,78
EXP_100040,2025-07,True,61
EXP_100040,2025-08,True,78
EXP_100040,2025-09,True,68
EXP_100040,2025-10,True,99
EXP_100040,2025-11,True,101
EXP_100040,2025-12,True,83
EXP_100041,2025-01,True,69
EXP_100041,2025-02,True,93
EXP_100041,2025-03,True,88
EXP_100041,2025-04,True,128
EXP_100041,2025-05,True,67
EXP_100041,2025-06,True,104
EXP_100041,2025-07,True,79
EXP_100041,2025-08,True,80
EXP_100041,2025-09,True,134
EXP_100041,2025-10,True,99
EXP_100041,2025-11,True,47
EXP_100041,2025-12,True,40
EXP_100042,2025-01,True,50
EXP_100042,2025-02,True,79
EXP_100042,2025-03,True,159
EXP_100042,2025-04,True,84
EXP_100042,2025-05,True,61
EXP_100042,2025-06,True,80
EXP_100042,2025-07,True,55
EXP_100042,2025-08,True,81
EXP_100042,2025-09,True,73
EXP_100042,2025-10,True,72
EXP_100042,2025-11,True,86
EXP_100042,2025-12,True,84
EXP_100043,2025-01,True,130
EXP_100043,2025-02,True,82
EXP_100043,2025-03,True,119
EXP_100043,2025-04,True,128
EXP_100043,2025-05,True,63
EXP_100043,2025-06,True,65
EXP_100043,2025-07,True,126
EXP_100043,2025-08,True,90
EXP_100043,2025-09,True,115
EXP_100043,2025-10,True,74
EXP_100043,2025-11,True,116
EXP_100043,2025-12,True,89
EXP_100044,2025-01,True,99
EXP_100044,2025-02,True,149
EXP_100044,2025-03,True,104
EXP_100044,2025-04,True,95
EXP_100044,2025-05,True,100
EXP_100044,2025-06,True,102
EXP_100044,2025-07,True,54
EXP_100044,2025-08,True,99
EXP_100044,2025-09,True,96
EXP_100044,2025-10,True,147
EXP_100044,2025-11,True,50
EXP_100044,2025-12,True,69
EXP_100045,2025-01,True,75
EXP_100045,2025-02,True,82
EXP_100045,2025-03,True,104
EXP_100045,2025-04,True,84
EXP_100045,2025-05,True,77
EXP_100045,2025-06,True,80
EXP_100045,2025-07,True,98
EXP_100045,2025-08,True,76
EXP_100045,2025-09,True,99
EXP_100045,2025-10,True,100
EXP_100045,2025-11,True,91
EXP_100045,2025-12,True,102
EXP_100046,2025-01,True,147
EXP_100046,2025-02,True,205
EXP_100046,2025-03,True,117
EXP_100046,2025-04,True,101
EXP_100046,2025-05,True,86
EXP_100046,2025-06,True,81
EXP_100046,2025-07,True,84
EXP_100046,2025-08,True,96
EXP_100046,2025-09,True,103
EXP_100046,2025-10,True,116
EXP_100046,2025-11,True,106
EXP_100046,2025-12,True,91
EXP_100047,2025-01,True,145
EXP_100047,2025-02,True,120
EXP_100047,2025-03,True,93
EXP_100047,2025-04,True,71
EXP_100047,2025-05,True,92
EXP_100047,2025-06,True,88
EXP_100047,2025-07,True,65
EXP_100047,2025-08,True,97
EXP_100047,2025-09,True,89
EXP_100047,2025-10,True,68
EXP_100047,2025-11,True,87
EXP_100047,2025-12,True,61
EXP_100048,2025-01,True,53
EXP_100048,2025-02,True,64
EXP_100048,2025-03,True,57
EXP_100048,2025-04,True,89
EXP_100048,2025-05,True,55
EXP_100048,2025-06,True,91
EXP_100048,2025-07,True,123
EXP_100048,2025-08,True,94
EXP_100048,2025-09,True,118
EXP_100048,2025-10,True,110
EXP_100048,2025-11,True,27
EXP_100048,2025-12,True,24
EXP_100049,2025-01,True,91
EXP_100049,2025-02,True,143
EXP_100049,2025-03,True,83
EXP_100049,2025-04,True,129
EXP_100049,2025-05,True,173
EXP_100049,2025-06,True,55
EXP_100049,2025-07,True,50
EXP_100049,2025-08,True,68
EXP_100049,2025-09,True,95
EXP_100049,2025-10,True,133
EXP_100049,2025-11,True,88
EXP_100049,2025-12,True,47
EXP_100050,2025-01,True,97
EXP_100050,2025-02,True,77
EXP_100050,2025-03,True,128
EXP_100050,2025-04,True,86
EXP_100050,2025-05,True,89
EXP_100050,2025-06,True,105
EXP_100050,2025-07,True,94
EXP_100050,2025-08,True,80
EXP_100050,2025-09,True,65
EXP_100050,2025-10,True,111
EXP_100050,2025-11,True,64
EXP_100050,2025-12,True,85
EXP_100051,2025-01,True,78
EXP_100051,2025-02,True,114
EXP_100051,2025-03,True,81
EXP_100051,2025-04,True,67
EXP_100051,2025-05,True,105
EXP_100051,2025-06,True,94
EXP_100051,2025-07,True,82
EXP_100051,2025-08,True,143
EXP_100051,2025-09,True,79
EXP_100051,2025-10,True,91
EXP_100051,2025-11,True,94
EXP_100051,2025-12,True,79
EXP_100052,2025-01,True,106
EXP_100052,2025-02,True,86
EXP_100052,2025-03,True,91
EXP_100052,2025-04,True,151
EXP_100052,2025-05,True,86
EXP_100052,2025-06,True,55
EXP_100052,2025-07,True,131
EXP_100052,2025-08,True,154
EXP_100052,2025-09,True,96
EXP_100052,2025-10,True,64
EXP_100052,2025-11,True,86
EXP_100052,2025-12,True,84
EXP_100053,2025-01,True,29
EXP_100053,2025-02,True,28
EXP_100053,2025-03,True,58
EXP_100053,2025-04,True,76
EXP_100053,2025-05,True,58
EXP_100053,2025-06,True,121
EXP_100053,2025-07,True,187
EXP_100053,2025-08,True,107
EXP_100053,2025-09,True,76
EXP_100053,2025-10,True,53
EXP_100053,2025-11,True,33
EXP_100053,2025-12,True,15
EXP_100054,2025-01,True,77
EXP_100054,2025-02,True,73
EXP_100054,2025-03,True,139
EXP_100054,2025-04,True,88
EXP_100054,2025-05,True,143
EXP_100054,2025-06,True,75
EXP_100054,2025-07,True,126
EXP_100054,2025-08,True,109
EXP_100054,2025-09,True,71
EXP_100054,2025-10,True,81
EXP_100054,2025-11,True,84
EXP_100054,2025-12,True,58
EXP_100055,2025-01,True,37
EXP_100055,2025-02,True,69
EXP_100055,2025-03,True,73
EXP_100055,2025-04,True,113
EXP_100055,2025-05,True,152
EXP_100055,2025-06,True,122
EXP_100055,2025-07,True,138
EXP_100055,2025-08,True,214
EXP_100055,2025-09,True,133
EXP_100055,2025-10,True,53
EXP_100055,2025-11,True,64
EXP_100055,2025-12,True,46
EXP_100056,2025-01,True,56
EXP_100056,2025-02,True,50
EXP_100056,2025-03,True,95
EXP_100056,2025-04,True,90
EXP_100056,2025-05,True,159
EXP_100056,2025-06,True,100
EXP_100056,2025-07,True,102
EXP_100056,2025-08,True,84
EXP_100056,2025-09,True,103
EXP_100056,2025-10,True,88
EXP_100056,2025-11,True,89
EXP_100056,2025-12,True,55
EXP_100057,2025-01,True,50
EXP_100057,2025-02,True,53
EXP_100057,2025-03,True,82
EXP_100057,2025-04,True,105
EXP_100057,2025-05,True,69
EXP_100057,2025-06,True,72
EXP_100057,2025-07,True,90
EXP_100057,2025-08,True,74
EXP_100057,2025-09,True,94
EXP_100057,2025-10,True,37
EXP_100057,2025-11,True,45
EXP_100057,2025-12,True,43
EXP_100058,2025-01,True,39
EXP_100058,2025-02,True,61
EXP_100058,2025-03,True,74
EXP_100058,2025-04,True,96
EXP_100058,2025-05,True,119
EXP_100058,2025-06,True,63
EXP_100058,2025-07,True,43
EXP_100058,2025-08,True,60
EXP_100058,2025-09,True,115
EXP_100058,2025-10,True,70
EXP_100058,2025-11,True,54
EXP_100058,2025-12,True,69
EXP_100059,2025-01,True,40
EXP_100059,2025-02,True,54
EXP_100059,2025-03,True,58
EXP_100059,2025-04,True,85
EXP_100059,2025-05,True,60
EXP_100059,2025-06,True,82
EXP_100059,2025-07,True,105
EXP_100059,2025-08,True,66
EXP_100059,2025-09,True,56
EXP_100059,2025-10,True,67
EXP_100059,2025-11,True,32
EXP_100059,2025-12,True,21
EXP_100060,2025-01,True,48
EXP_100060,2025-02,True,76
EXP_100060,2025-03,True,39
EXP_100060,2025-04,True,59
EXP_100060,2025-05,True,80
EXP_100060,2025-06,True,165
EXP_100060,2025-07,True,131
EXP_100060,2025-08,True,140
EXP_100060,2025-09,True,74
EXP_100060,2025-10,True,56
EXP_100060,2025-11,True,53
EXP_100060,2025-12,True,42
EXP_100061,2025-01,True,83
EXP_100061,2025-02,True,76
EXP_100061,2025-03,True,101
EXP_100061,2025-04,True,110
EXP_100061,2025-05,True,143
EXP_100061,2025-06,True,151
EXP_100061,2025-07,True,87
EXP_100061,2025-08,True,68
EXP_100061,2025-09,True,140
EXP_100061,2025-10,True,123
EXP_100061,2025-11,True,55
EXP_100061,2025-12,True,41
EXP_100062,2025-01,True,92
EXP_100062,2025-02,True,101
EXP_100062,2025-03,True,121
EXP_100062,2025-04,True,78
EXP_100062,2025-05,False,0
EXP_100062,2025-06,False,0
EXP_100062,2025-07,False,0
EXP_100062,2025-08,False,0
EXP_100062,2025-09,False,0
EXP_100062,2025-10,True,112
EXP_100062,2025-11,True,102
EXP_100062,2025-12,True,93
EXP_100063,2025-01,True,38
EXP_100063,2025-02,True,64
EXP_100063,2025-03,True,71
EXP_100063,2025-04,True,78
EXP_100063,2025-05,True,101
EXP_100063,2025-06,True,90
EXP_100063,2025-07,True,114
EXP_100063,2025-08,True,95
EXP_100063,2025-09,True,84
EXP_100063,2025-10,True,38
EXP_100063,2025-11,True,43
EXP_100063,2025-12,True,31
EXP_100064,2025-01,True,49
EXP_100064,2025-02,True,107
EXP_100064,2025-03,True,112
EXP_100064,2025-04,True,110
EXP_100064,2025-05,True,87
EXP_100064,2025-06,True,100
EXP_100064,2025-07,True,61
EXP_100064,2025-08,True,59
EXP_100064,2025-09,True,59
EXP_100064,2025-10,True,83
EXP_100064,2025-11,True,66
EXP_100064,2025-12,True,45
EXP_100065,2025-01,True,93
EXP_100065,2025-02,True,82
EXP_100065,2025-03,True,127
EXP_100065,2025-04,True,89
EXP_100065,2025-05,True,69
EXP_100065,2025-06,True,76
EXP_100065,2025-07,True,80
EXP_100065,2025-08,True,78
EXP_100065,2025-09,True,55
EXP_100065,2025-10,True,70
EXP_100065,2025-11,True,59
EXP_100065,2025-12,True,54
EXP_100066,2025-01,True,112
EXP_100066,2025-02,True,98
EXP_100066,2025-03,True,55
EXP_100066,2025-04,True,76
EXP_100066,2025-05,True,96
EXP_100066,2025-06,True,99
EXP_100066,2025-07,True,107
EXP_100066,2025-08,True,87
EXP_100066,2025-09,True,61
EXP_100066,2025-10,True,59
EXP_100066,2025-11,True,82
EXP_100066,2025-12,True,88
EXP_100067,2025-01,True,184
EXP_100067,2025-02,True,162
EXP_100067,2025-03,True,116
EXP_100067,2025-04,False,0
EXP_100067,2025-05,False,0
EXP_100067,2025-06,True,113
EXP_100067,2025-07,True,110
EXP_100067,2025-08,False,0
EXP_100067,2025-09,True,114
EXP_100067,2025-10,False,0
EXP_100067,2025-11,False,0
EXP_100067,2025-12,True,121
EXP_100068,2025-01,True,56
EXP_100068,2025-02,True,69
EXP_100068,2025-03,True,77
EXP_100068,2025-04,True,58
EXP_100068,2025-05,True,72
EXP_100068,2025-06,True,120
EXP_100068,2025-07,True,65
EXP_100068,2025-08,True,48
EXP_100068,2025-09,True,49
EXP_100068,2025-10,True,71
EXP_100068,2025-11,True,62
EXP_100068,2025-12,True,57
EXP_100069,2025-01,True,35
EXP_100069,2025-02,True,17
EXP_100069,2025-03,True,52
EXP_100069,2025-04,True,99
EXP_100069,2025-05,True,67
EXP_100069,2025-06,True,101
EXP_100069,2025-07,True,104
EXP_100069,2025-08,True,90
EXP_100069,2025-09,True,79
EXP_100069,2025-10,True,75
EXP_100069,2025-11,True,37
EXP_100069,2025-12,True,17
EXP_100070,2025-01,True,93
EXP_100070,2025-02,True,61
EXP_100070,2025-03,True,96
EXP_100070,2025-04,True,65
EXP_100070,2025-05,True,71
EXP_100070,2025-06,True,67
EXP_100070,2025-07,True,119
EXP_100070,2025-08,True,62
EXP_100070,2025-09,True,55
EXP_100070,2025-10,True,82
EXP_100070,2025-11,True,52
EXP_100070,2025-12,True,49
EXP_100071,2025-01,True,102
EXP_100071,2025-02,True,68
EXP_100071,2025-03,True,70
EXP_100071,2025-04,True,54
EXP_100071,2025-05,True,56
EXP_100071,2025-06,True,60
EXP_100071,2025-07,True,38
EXP_100071,2025-08,True,79
EXP_100071,2025-09,True,42
EXP_100071,2025-10,True,39
EXP_100071,2025-11,True,52
EXP_100071,2025-12,True,58
EXP_100072,2025-01,True,51
EXP_100072,2025-02,True,80
EXP_100072,2025-03,True,55
EXP_100072,2025-04,True,79
EXP_100072,2025-05,True,81
EXP_100072,2025-06,True,96
EXP_100072,2025-07,True,128
